source,prediction,detector,native,model,id
AI,AI,OriginalityAI,NA,GPT3,574
Human,AI,Crossplag,Yes,Human,142
Human,AI,Sapling,No,Human,215
Human,Human,Sapling,Yes,Human,192
AI,Human,ZeroGPT,NA,GPT4,255
Human,Human,Crossplag,Yes,Human,747
Human,Human,GPTZero,Yes,Human,117
AI,Human,Sapling,NA,GPT4,309
AI,Human,ZeroGPT,NA,GPT4,516
AI,Human,HFOpenAI,NA,GPT4,523
Human,Human,Crossplag,Yes,Human,798
AI,Human,GPTZero,NA,GPT4,550
AI,Human,Quil,NA,GPT4,606
AI,Human,HFOpenAI,NA,GPT4,236
Human,Human,HFOpenAI,Yes,Human,540
Human,Human,GPTZero,Yes,Human,413
AI,AI,Quil,NA,GPT4,501
AI,AI,GPTZero,NA,GPT4,268
Human,AI,GPTZero,No,Human,264
AI,Human,Quil,NA,GPT4,265
AI,Human,OriginalityAI,NA,GPT4,308
AI,Human,Quil,NA,GPT3,464
Human,Human,ZeroGPT,Yes,Human,756
AI,Human,OriginalityAI,NA,GPT4,465
AI,AI,OriginalityAI,NA,GPT4,235
AI,Human,HFOpenAI,NA,GPT3,381
AI,Human,ZeroGPT,NA,GPT4,598
AI,Human,ZeroGPT,NA,GPT4,481
Human,AI,GPTZero,No,Human,267
AI,AI,Sapling,NA,GPT4,160
Human,AI,HFOpenAI,No,Human,215
AI,AI,GPTZero,NA,GPT4,161
AI,Human,Crossplag,NA,GPT3,692
AI,AI,Crossplag,NA,GPT3,659
AI,Human,Quil,NA,GPT4,161
Human,Human,ZeroGPT,No,Human,278
AI,Human,OriginalityAI,NA,GPT4,257
AI,Human,GPTZero,NA,GPT3,897
Human,Human,ZeroGPT,Yes,Human,407
AI,Human,Crossplag,NA,GPT4,483
AI,Human,HFOpenAI,NA,GPT3,27
AI,Human,ZeroGPT,NA,GPT3,4
Human,AI,HFOpenAI,No,Human,344
AI,Human,ZeroGPT,NA,GPT3,13
AI,Human,Quil,NA,GPT4,685
Human,Human,Quil,Yes,Human,364
Human,Human,Crossplag,Yes,Human,133
AI,Human,GPTZero,NA,GPT4,137
Human,Human,ZeroGPT,Yes,Human,803
AI,Human,Crossplag,NA,GPT4,693
Human,AI,GPTZero,No,Human,431
Human,Human,Crossplag,Yes,Human,243
AI,AI,HFOpenAI,NA,GPT4,84
AI,AI,OriginalityAI,NA,GPT4,178
AI,Human,HFOpenAI,NA,GPT4,711
AI,Human,Quil,NA,GPT4,925
Human,Human,Quil,Yes,Human,144
Human,Human,OriginalityAI,Yes,Human,835
Human,AI,GPTZero,No,Human,534
AI,Human,Crossplag,NA,GPT4,646
AI,AI,Quil,NA,GPT3,580
AI,Human,OriginalityAI,NA,GPT4,480
AI,AI,Sapling,NA,GPT3,31
Human,Human,OriginalityAI,Yes,Human,448
Human,AI,Crossplag,No,Human,280
AI,AI,HFOpenAI,NA,GPT3,204
AI,AI,Sapling,NA,GPT4,318
Human,AI,OriginalityAI,No,Human,300
AI,Human,HFOpenAI,NA,GPT3,69
Human,Human,Crossplag,Yes,Human,801
AI,Human,Sapling,NA,GPT4,288
AI,Human,GPTZero,NA,GPT3,691
Human,Human,Quil,Yes,Human,145
AI,Human,OriginalityAI,NA,GPT3,1
AI,AI,Sapling,NA,GPT3,452
AI,AI,Sapling,NA,GPT3,529
AI,AI,OriginalityAI,NA,GPT3,408
Human,Human,Crossplag,Yes,Human,388
Human,Human,Quil,No,Human,546
AI,AI,OriginalityAI,NA,GPT3,34
AI,Human,Crossplag,NA,GPT4,912
Human,Human,ZeroGPT,Yes,Human,789
Human,Human,ZeroGPT,Yes,Human,148
Human,Human,GPTZero,No,Human,278
AI,Human,Quil,NA,GPT4,547
AI,Human,Quil,NA,GPT4,598
Human,Human,Quil,Yes,Human,130
AI,AI,Sapling,NA,GPT3,640
AI,Human,HFOpenAI,NA,GPT4,646
AI,Human,HFOpenAI,NA,GPT4,562
AI,Human,HFOpenAI,NA,GPT4,716
AI,Human,HFOpenAI,NA,GPT3,708
AI,Human,Crossplag,NA,GPT4,433
Human,Human,OriginalityAI,No,Human,260
Human,Human,HFOpenAI,Yes,Human,210
Human,Human,OriginalityAI,Yes,Human,331
AI,AI,Sapling,NA,GPT3,19
AI,Human,Sapling,NA,GPT3,731
Human,Human,Sapling,Yes,Human,364
Human,Human,OriginalityAI,Yes,Human,456
AI,AI,Sapling,NA,GPT4,458
AI,Human,Crossplag,NA,GPT4,499
Human,AI,GPTZero,No,Human,349
AI,AI,Sapling,NA,GPT3,67
AI,AI,GPTZero,NA,GPT3,487
AI,Human,Quil,NA,GPT4,239
AI,AI,OriginalityAI,NA,GPT3,636
AI,Human,GPTZero,NA,GPT3,651
Human,Human,OriginalityAI,Yes,Human,743
Human,Human,OriginalityAI,Yes,Human,133
AI,Human,GPTZero,NA,GPT4,594
AI,AI,HFOpenAI,NA,GPT3,522
Human,Human,OriginalityAI,Yes,Human,920
Human,Human,ZeroGPT,Yes,Human,177
Human,Human,Quil,Yes,Human,389
Human,Human,HFOpenAI,Yes,Human,843
Human,Human,Crossplag,Yes,Human,181
AI,Human,ZeroGPT,NA,GPT4,578
AI,Human,OriginalityAI,NA,GPT3,65
AI,Human,ZeroGPT,NA,GPT4,199
AI,Human,ZeroGPT,NA,GPT4,465
Human,Human,HFOpenAI,Yes,Human,810
AI,Human,Sapling,NA,GPT4,476
Human,Human,HFOpenAI,Yes,Human,883
Human,Human,OriginalityAI,Yes,Human,801
AI,Human,Sapling,NA,GPT4,912
AI,AI,Sapling,NA,GPT4,230
AI,Human,OriginalityAI,NA,GPT4,476
AI,AI,HFOpenAI,NA,GPT4,95
AI,Human,HFOpenAI,NA,GPT4,131
AI,Human,GPTZero,NA,GPT4,664
Human,Human,GPTZero,Yes,Human,832
Human,Human,GPTZero,No,Human,327
AI,Human,HFOpenAI,NA,GPT4,726
AI,Human,GPTZero,NA,GPT3,34
Human,Human,HFOpenAI,Yes,Human,150
AI,AI,ZeroGPT,NA,GPT4,228
Human,Human,OriginalityAI,Yes,Human,889
AI,Human,ZeroGPT,NA,GPT4,646
Human,Human,OriginalityAI,Yes,Human,772
AI,Human,Crossplag,NA,GPT3,58
AI,AI,Quil,NA,GPT3,493
AI,AI,ZeroGPT,NA,GPT3,634
AI,Human,Sapling,NA,GPT3,384
AI,Human,Sapling,NA,GPT4,526
Human,Human,Crossplag,Yes,Human,739
Human,Human,ZeroGPT,Yes,Human,920
Human,Human,HFOpenAI,Yes,Human,736
AI,Human,GPTZero,NA,GPT3,16
AI,Human,ZeroGPT,NA,GPT4,724
Human,Human,Crossplag,Yes,Human,875
Human,Human,Quil,Yes,Human,127
AI,AI,Sapling,NA,GPT4,102
AI,Human,Quil,NA,GPT4,458
Human,Human,HFOpenAI,Yes,Human,857
AI,AI,Quil,NA,GPT3,537
AI,AI,Quil,NA,GPT4,230
AI,AI,OriginalityAI,NA,GPT3,19
AI,Human,Sapling,NA,GPT4,126
Human,AI,Quil,No,Human,325
AI,Human,GPTZero,NA,GPT3,579
AI,Human,ZeroGPT,NA,GPT3,563
Human,Human,GPTZero,Yes,Human,861
AI,AI,ZeroGPT,NA,GPT4,451
Human,Human,Quil,No,Human,459
AI,Human,GPTZero,NA,GPT4,581
Human,Human,Crossplag,Yes,Human,419
Human,AI,Quil,No,Human,415
AI,Human,HFOpenAI,NA,GPT4,492
AI,Human,Sapling,NA,GPT4,441
AI,AI,Quil,NA,GPT4,56
AI,AI,OriginalityAI,NA,GPT4,455
Human,Human,Crossplag,Yes,Human,733
AI,Human,HFOpenAI,NA,GPT4,358
AI,Human,GPTZero,NA,GPT3,662
AI,Human,GPTZero,NA,GPT4,279
AI,Human,Sapling,NA,GPT4,516
Human,Human,Crossplag,Yes,Human,885
Human,Human,GPTZero,Yes,Human,878
AI,Human,Crossplag,NA,GPT4,255
Human,Human,OriginalityAI,Yes,Human,110
AI,Human,Crossplag,NA,GPT4,665
Human,Human,Crossplag,Yes,Human,765
AI,AI,Quil,NA,GPT4,318
Human,AI,OriginalityAI,No,Human,296
AI,Human,Sapling,NA,GPT4,54
AI,Human,HFOpenAI,NA,GPT3,683
Human,Human,Crossplag,Yes,Human,48
AI,Human,ZeroGPT,NA,GPT4,340
Human,Human,Quil,Yes,Human,361
Human,Human,ZeroGPT,Yes,Human,863
Human,Human,Sapling,Yes,Human,122
Human,Human,ZeroGPT,Yes,Human,784
AI,AI,Crossplag,NA,GPT4,102
Human,Human,Sapling,Yes,Human,448
Human,Human,Crossplag,Yes,Human,362
AI,Human,ZeroGPT,NA,GPT4,271
AI,Human,Sapling,NA,GPT4,621
Human,Human,Crossplag,Yes,Human,756
AI,Human,ZeroGPT,NA,GPT4,518
AI,AI,Sapling,NA,GPT3,538
AI,Human,GPTZero,NA,GPT3,588
Human,Human,GPTZero,Yes,Human,50
AI,Human,Quil,NA,GPT3,366
AI,AI,HFOpenAI,NA,GPT3,422
AI,Human,HFOpenAI,NA,GPT3,368
AI,Human,OriginalityAI,NA,GPT4,458
Human,Human,Quil,Yes,Human,165
Human,Human,ZeroGPT,No,Human,418
Human,AI,Sapling,No,Human,459
AI,Human,Quil,NA,GPT4,386
AI,AI,Crossplag,NA,GPT4,83
AI,Human,HFOpenAI,NA,GPT4,623
Human,Human,GPTZero,Yes,Human,777
Human,Human,OriginalityAI,Yes,Human,144
Human,Human,Crossplag,No,Human,398
AI,Human,Crossplag,NA,GPT4,311
Human,Human,Sapling,No,Human,274
Human,AI,Quil,No,Human,259
Human,Human,Crossplag,Yes,Human,466
AI,Human,OriginalityAI,NA,GPT3,630
Human,AI,Crossplag,No,Human,325
AI,AI,OriginalityAI,NA,GPT3,30
Human,Human,HFOpenAI,Yes,Human,845
AI,Human,ZeroGPT,NA,GPT4,614
AI,Human,Sapling,NA,GPT4,429
AI,Human,Quil,NA,GPT4,229
AI,Human,OriginalityAI,NA,GPT4,488
AI,Human,Sapling,NA,GPT3,439
Human,Human,GPTZero,Yes,Human,742
Human,AI,OriginalityAI,No,Human,278
AI,Human,Sapling,NA,GPT3,40
Human,Human,GPTZero,Yes,Human,815
AI,AI,HFOpenAI,NA,GPT4,425
AI,Human,Crossplag,NA,GPT4,657
Human,AI,HFOpenAI,Yes,Human,142
Human,Human,OriginalityAI,Yes,Human,273
Human,AI,ZeroGPT,No,Human,901
AI,Human,Quil,NA,GPT4,655
Human,Human,GPTZero,No,Human,352
Human,Human,GPTZero,Yes,Human,868
Human,Human,HFOpenAI,Yes,Human,729
Human,Human,HFOpenAI,Yes,Human,77
AI,Human,Crossplag,NA,GPT3,584
AI,Human,Sapling,NA,GPT4,238
AI,AI,ZeroGPT,NA,GPT4,363
AI,Human,HFOpenAI,NA,GPT3,409
AI,Human,ZeroGPT,NA,GPT3,384
AI,Human,ZeroGPT,NA,GPT4,139
AI,Human,HFOpenAI,NA,GPT4,414
Human,Human,ZeroGPT,Yes,Human,294
AI,AI,HFOpenAI,NA,GPT3,651
AI,Human,Quil,NA,GPT4,693
Human,Human,Crossplag,Yes,Human,364
AI,Human,HFOpenAI,NA,GPT4,266
AI,Human,ZeroGPT,NA,GPT3,641
AI,Human,HFOpenAI,NA,GPT4,245
AI,Human,GPTZero,NA,GPT3,732
AI,Human,ZeroGPT,NA,GPT4,279
AI,Human,OriginalityAI,NA,GPT4,386
AI,Human,HFOpenAI,NA,GPT4,709
Human,Human,Quil,Yes,Human,88
AI,Human,Crossplag,NA,GPT4,258
Human,Human,ZeroGPT,Yes,Human,813
AI,AI,Quil,NA,GPT3,891
AI,AI,HFOpenAI,NA,GPT3,672
AI,AI,Crossplag,NA,GPT3,891
AI,Human,GPTZero,NA,GPT3,384
AI,Human,Crossplag,NA,GPT4,652
AI,Human,Quil,NA,GPT4,923
AI,Human,GPTZero,NA,GPT3,494
AI,AI,GPTZero,NA,GPT3,688
AI,Human,ZeroGPT,NA,GPT4,187
AI,Human,HFOpenAI,NA,GPT4,253
AI,Human,HFOpenAI,NA,GPT4,695
AI,Human,ZeroGPT,NA,GPT4,397
AI,Human,OriginalityAI,NA,GPT3,632
Human,Human,ZeroGPT,Yes,Human,391
AI,Human,HFOpenAI,NA,GPT3,13
AI,Human,GPTZero,NA,GPT3,672
Human,AI,OriginalityAI,No,Human,351
AI,Human,ZeroGPT,NA,GPT3,493
AI,AI,OriginalityAI,NA,GPT4,393
AI,AI,Sapling,NA,GPT4,189
Human,Human,Quil,Yes,Human,436
AI,Human,ZeroGPT,NA,GPT4,272
AI,Human,GPTZero,NA,GPT4,340
Human,Human,OriginalityAI,Yes,Human,200
AI,AI,Sapling,NA,GPT4,721
AI,AI,HFOpenAI,NA,GPT3,590
AI,Human,GPTZero,NA,GPT4,78
Human,Human,GPTZero,Yes,Human,802
Human,Human,HFOpenAI,Yes,Human,752
Human,Human,HFOpenAI,Yes,Human,782
Human,Human,Quil,Yes,Human,313
AI,Human,Quil,NA,GPT4,155
AI,Human,Quil,NA,GPT4,657
Human,Human,OriginalityAI,Yes,Human,750
AI,Human,GPTZero,NA,GPT4,153
Human,Human,HFOpenAI,Yes,Human,748
Human,Human,ZeroGPT,No,Human,352
AI,AI,Crossplag,NA,GPT3,416
AI,AI,Quil,NA,GPT3,571
Human,Human,Crossplag,Yes,Human,734
AI,Human,ZeroGPT,NA,GPT4,367
AI,Human,ZeroGPT,NA,GPT4,625
AI,AI,Quil,NA,GPT3,651
AI,Human,GPTZero,NA,GPT4,299
Human,Human,ZeroGPT,Yes,Human,419
Human,Human,Crossplag,No,Human,300
Human,AI,Crossplag,No,Human,275
AI,Human,HFOpenAI,NA,GPT4,685
AI,AI,Sapling,NA,GPT4,80
Human,AI,HFOpenAI,No,Human,301
Human,Human,ZeroGPT,Yes,Human,827
Human,Human,HFOpenAI,Yes,Human,225
Human,AI,Crossplag,Yes,Human,241
Human,AI,Quil,No,Human,342
Human,Human,GPTZero,Yes,Human,448
Human,Human,Quil,Yes,Human,176
Human,Human,Crossplag,Yes,Human,143
AI,AI,OriginalityAI,NA,GPT4,81
Human,Human,Crossplag,Yes,Human,145
Human,Human,ZeroGPT,Yes,Human,432
AI,Human,Crossplag,NA,GPT4,286
AI,AI,Quil,NA,GPT4,105
Human,AI,Quil,No,Human,214
Human,Human,OriginalityAI,Yes,Human,147
AI,Human,OriginalityAI,NA,GPT4,254
AI,AI,OriginalityAI,NA,GPT3,617
Human,Human,OriginalityAI,Yes,Human,873
AI,AI,HFOpenAI,NA,GPT4,228
Human,Human,HFOpenAI,Yes,Human,795
AI,Human,Crossplag,NA,GPT4,52
AI,AI,OriginalityAI,NA,GPT3,16
Human,Human,GPTZero,Yes,Human,145
AI,Human,GPTZero,NA,GPT4,186
AI,AI,OriginalityAI,NA,GPT3,510
AI,Human,GPTZero,NA,GPT3,700
AI,Human,GPTZero,NA,GPT4,492
AI,Human,OriginalityAI,NA,GPT4,681
AI,AI,HFOpenAI,NA,GPT3,628
Human,Human,ZeroGPT,Yes,Human,729
Human,Human,GPTZero,Yes,Human,872
AI,Human,ZeroGPT,NA,GPT4,167
AI,Human,GPTZero,NA,GPT4,411
Human,AI,OriginalityAI,No,Human,430
AI,Human,GPTZero,NA,GPT3,384
Human,Human,Quil,Yes,Human,104
Human,Human,Crossplag,Yes,Human,436
AI,AI,OriginalityAI,NA,GPT4,229
Human,AI,Quil,No,Human,545
Human,Human,GPTZero,Yes,Human,295
AI,Human,Quil,NA,GPT4,669
AI,AI,Quil,NA,GPT4,139
AI,Human,Quil,NA,GPT4,397
Human,Human,Crossplag,Yes,Human,188
AI,Human,HFOpenAI,NA,GPT4,397
AI,Human,HFOpenAI,NA,GPT3,423
AI,Human,Sapling,NA,GPT4,650
AI,AI,Quil,NA,GPT3,19
Human,AI,Sapling,No,Human,306
AI,AI,Sapling,NA,GPT3,627
Human,Human,HFOpenAI,Yes,Human,763
Human,Human,OriginalityAI,Yes,Human,122
AI,Human,ZeroGPT,NA,GPT4,921
AI,Human,ZeroGPT,NA,GPT4,434
AI,AI,ZeroGPT,NA,GPT3,532
AI,Human,GPTZero,NA,GPT4,693
AI,AI,HFOpenAI,NA,GPT3,30
AI,Human,HFOpenAI,NA,GPT4,511
Human,Human,GPTZero,Yes,Human,362
Human,AI,HFOpenAI,No,Human,908
AI,Human,OriginalityAI,NA,GPT4,523
AI,Human,ZeroGPT,NA,GPT3,60
Human,Human,OriginalityAI,Yes,Human,45
Human,Human,Crossplag,Yes,Human,836
AI,AI,ZeroGPT,NA,GPT3,423
Human,Human,GPTZero,Yes,Human,750
AI,Human,Quil,NA,GPT4,140
AI,Human,Sapling,NA,GPT4,645
AI,Human,ZeroGPT,NA,GPT4,513
Human,Human,Quil,Yes,Human,82
Human,Human,GPTZero,No,Human,304
Human,AI,OriginalityAI,No,Human,390
AI,AI,Crossplag,NA,GPT4,455
Human,Human,OriginalityAI,No,Human,327
Human,Human,Quil,Yes,Human,328
AI,Human,Crossplag,NA,GPT4,536
Human,Human,HFOpenAI,Yes,Human,99
Human,Human,ZeroGPT,Yes,Human,742
AI,AI,Crossplag,NA,GPT3,533
Human,AI,ZeroGPT,No,Human,374
Human,Human,Crossplag,Yes,Human,886
Human,Human,Crossplag,Yes,Human,753
AI,Human,Crossplag,NA,GPT4,238
Human,Human,Quil,Yes,Human,45
AI,Human,Crossplag,NA,GPT4,723
AI,AI,Sapling,NA,GPT3,34
AI,Human,GPTZero,NA,GPT4,455
AI,Human,HFOpenAI,NA,GPT3,563
AI,Human,ZeroGPT,NA,GPT4,665
AI,Human,GPTZero,NA,GPT3,21
AI,Human,GPTZero,NA,GPT3,29
Human,AI,OriginalityAI,Yes,Human,817
AI,Human,ZeroGPT,NA,GPT3,630
Human,Human,Sapling,Yes,Human,426
AI,Human,OriginalityAI,NA,GPT4,297
AI,Human,GPTZero,NA,GPT4,53
Human,Human,Crossplag,Yes,Human,150
AI,Human,Sapling,NA,GPT3,2
AI,AI,HFOpenAI,NA,GPT3,37
AI,Human,HFOpenAI,NA,GPT4,625
AI,Human,HFOpenAI,NA,GPT4,476
Human,Human,Crossplag,Yes,Human,180
Human,Human,GPTZero,Yes,Human,734
Human,Human,Sapling,Yes,Human,314
AI,Human,OriginalityAI,NA,GPT4,499
Human,AI,HFOpenAI,No,Human,403
AI,AI,OriginalityAI,NA,GPT3,596
Human,AI,OriginalityAI,No,Human,459
AI,Human,Quil,NA,GPT4,715
AI,AI,OriginalityAI,NA,GPT3,533
Human,Human,OriginalityAI,No,Human,450
AI,Human,Sapling,NA,GPT4,657
AI,AI,ZeroGPT,NA,GPT3,577
AI,AI,OriginalityAI,NA,GPT4,206
Human,Human,Crossplag,Yes,Human,787
Human,Human,Crossplag,No,Human,910
AI,Human,OriginalityAI,NA,GPT4,369
AI,Human,Sapling,NA,GPT4,299
AI,AI,Sapling,NA,GPT3,284
Human,Human,Quil,Yes,Human,93
AI,AI,Quil,NA,GPT4,326
Human,Human,GPTZero,Yes,Human,783
AI,Human,Crossplag,NA,GPT4,480
AI,Human,GPTZero,NA,GPT4,536
Human,Human,OriginalityAI,Yes,Human,59
Human,Human,ZeroGPT,No,Human,497
AI,Human,GPTZero,NA,GPT4,297
Human,Human,Crossplag,Yes,Human,826
Human,Human,Quil,Yes,Human,193
Human,Human,ZeroGPT,No,Human,370
Human,Human,Crossplag,Yes,Human,813
Human,Human,Crossplag,Yes,Human,761
AI,Human,Sapling,NA,GPT3,11
AI,Human,Sapling,NA,GPT4,245
AI,Human,Quil,NA,GPT4,682
AI,AI,Sapling,NA,GPT4,250
Human,Human,ZeroGPT,Yes,Human,438
AI,Human,Sapling,NA,GPT4,646
Human,AI,GPTZero,No,Human,390
AI,AI,Crossplag,NA,GPT3,32
AI,AI,Crossplag,NA,GPT3,568
Human,AI,OriginalityAI,No,Human,370
AI,AI,OriginalityAI,NA,GPT3,462
AI,Human,HFOpenAI,NA,GPT3,605
AI,Human,Sapling,NA,GPT3,666
Human,Human,OriginalityAI,Yes,Human,314
AI,AI,HFOpenAI,NA,GPT3,14
Human,Human,GPTZero,Yes,Human,754
Human,AI,OriginalityAI,Yes,Human,898
Human,Human,Crossplag,Yes,Human,803
Human,Human,ZeroGPT,Yes,Human,108
AI,Human,Quil,NA,GPT4,159
AI,AI,Quil,NA,GPT4,429
Human,Human,HFOpenAI,Yes,Human,110
Human,Human,ZeroGPT,No,Human,495
Human,AI,Crossplag,No,Human,356
Human,Human,OriginalityAI,Yes,Human,193
Human,Human,OriginalityAI,Yes,Human,328
AI,Human,Crossplag,NA,GPT3,409
AI,AI,Crossplag,NA,GPT4,43
AI,AI,Quil,NA,GPT3,730
AI,Human,HFOpenAI,NA,GPT3,892
AI,AI,HFOpenAI,NA,GPT3,634
Human,Human,HFOpenAI,Yes,Human,787
Human,Human,OriginalityAI,Yes,Human,548
AI,Human,GPTZero,NA,GPT4,551
AI,AI,Crossplag,NA,GPT3,204
Human,Human,Crossplag,Yes,Human,149
AI,AI,OriginalityAI,NA,GPT3,683
AI,Human,HFOpenAI,NA,GPT4,719
AI,Human,HFOpenAI,NA,GPT3,663
AI,Human,Crossplag,NA,GPT3,662
AI,AI,GPTZero,NA,GPT4,326
Human,Human,ZeroGPT,Yes,Human,44
AI,Human,OriginalityAI,NA,GPT3,58
AI,AI,Crossplag,NA,GPT3,36
AI,Human,GPTZero,NA,GPT4,517
Human,Human,ZeroGPT,Yes,Human,754
AI,Human,ZeroGPT,NA,GPT4,608
AI,Human,HFOpenAI,NA,GPT4,271
Human,Human,ZeroGPT,Yes,Human,426
AI,AI,ZeroGPT,NA,GPT4,171
Human,Human,ZeroGPT,Yes,Human,831
Human,AI,Crossplag,No,Human,342
AI,Human,Quil,NA,GPT4,121
Human,Human,OriginalityAI,No,Human,899
Human,Human,GPTZero,No,Human,900
Human,Human,ZeroGPT,Yes,Human,855
AI,Human,HFOpenAI,NA,GPT4,451
Human,Human,ZeroGPT,Yes,Human,826
AI,Human,OriginalityAI,NA,GPT4,720
AI,Human,HFOpenAI,NA,GPT4,161
AI,Human,ZeroGPT,NA,GPT4,270
AI,Human,ZeroGPT,NA,GPT4,52
AI,Human,ZeroGPT,NA,GPT4,463
AI,Human,Quil,NA,GPT4,167
AI,Human,GPTZero,NA,GPT3,686
Human,Human,Crossplag,Yes,Human,889
AI,Human,Crossplag,NA,GPT4,724
Human,Human,Crossplag,Yes,Human,786
AI,Human,OriginalityAI,NA,GPT3,36
AI,AI,Quil,NA,GPT4,83
AI,Human,Sapling,NA,GPT4,713
AI,Human,GPTZero,NA,GPT4,675
AI,AI,HFOpenAI,NA,GPT4,152
Human,Human,GPTZero,Yes,Human,241
AI,AI,Quil,NA,GPT4,189
Human,Human,GPTZero,Yes,Human,389
Human,Human,Sapling,Yes,Human,144
AI,Human,Crossplag,NA,GPT3,583
AI,Human,Crossplag,NA,GPT3,1
Human,Human,HFOpenAI,Yes,Human,181
Human,Human,ZeroGPT,Yes,Human,364
AI,Human,OriginalityAI,NA,GPT4,599
Human,AI,Sapling,No,Human,344
AI,Human,GPTZero,NA,GPT4,712
AI,Human,ZeroGPT,NA,GPT4,282
AI,Human,OriginalityAI,NA,GPT4,654
Human,AI,Sapling,No,Human,333
Human,Human,OriginalityAI,Yes,Human,786
Human,Human,ZeroGPT,No,Human,296
AI,Human,Quil,NA,GPT3,423
AI,AI,Sapling,NA,GPT4,103
Human,Human,OriginalityAI,Yes,Human,799
AI,Human,Sapling,NA,GPT4,311
AI,AI,GPTZero,NA,GPT4,360
AI,AI,Quil,NA,GPT4,198
AI,AI,Sapling,NA,GPT3,566
Human,Human,Quil,Yes,Human,886
Human,Human,HFOpenAI,Yes,Human,851
Human,Human,ZeroGPT,Yes,Human,859
AI,Human,Sapling,NA,GPT3,688
AI,Human,Crossplag,NA,GPT4,231
Human,AI,OriginalityAI,No,Human,910
Human,Human,HFOpenAI,No,Human,467
Human,Human,Sapling,Yes,Human,59
AI,Human,Quil,NA,GPT4,561
AI,Human,ZeroGPT,NA,GPT4,530
AI,Human,ZeroGPT,NA,GPT3,535
AI,Human,GPTZero,NA,GPT3,60
AI,Human,ZeroGPT,NA,GPT3,20
AI,Human,Crossplag,NA,GPT4,720
Human,Human,Sapling,No,Human,327
AI,Human,Crossplag,NA,GPT4,716
AI,Human,ZeroGPT,NA,GPT4,715
AI,AI,Sapling,NA,GPT3,64
AI,AI,Quil,NA,GPT3,687
Human,Human,HFOpenAI,Yes,Human,227
Human,Human,Quil,No,Human,327
Human,Human,ZeroGPT,Yes,Human,835
AI,Human,GPTZero,NA,GPT4,123
Human,Human,OriginalityAI,Yes,Human,807
AI,Human,Quil,NA,GPT4,650
Human,Human,Sapling,Yes,Human,108
Human,Human,OriginalityAI,Yes,Human,856
AI,Human,OriginalityAI,NA,GPT3,384
Human,Human,GPTZero,Yes,Human,920
Human,Human,HFOpenAI,Yes,Human,93
AI,AI,ZeroGPT,NA,GPT3,67
Human,Human,ZeroGPT,No,Human,307
Human,AI,Quil,No,Human,216
Human,Human,ZeroGPT,Yes,Human,132
Human,Human,ZeroGPT,Yes,Human,888
Human,Human,Crossplag,Yes,Human,359
Human,Human,GPTZero,Yes,Human,432
AI,Human,GPTZero,NA,GPT3,11
Human,Human,OriginalityAI,Yes,Human,862
AI,Human,HFOpenAI,NA,GPT3,11
AI,Human,Quil,NA,GPT3,482
AI,AI,GPTZero,NA,GPT4,100
Human,Human,HFOpenAI,Yes,Human,746
AI,AI,OriginalityAI,NA,GPT4,170
AI,AI,OriginalityAI,NA,GPT4,139
AI,Human,GPTZero,NA,GPT4,378
Human,Human,Crossplag,Yes,Human,797
AI,Human,ZeroGPT,NA,GPT4,551
AI,AI,OriginalityAI,NA,GPT3,8
AI,Human,Sapling,NA,GPT4,623
Human,Human,ZeroGPT,No,Human,335
Human,Human,Crossplag,No,Human,453
Human,Human,ZeroGPT,Yes,Human,158
AI,AI,Quil,NA,GPT3,640
AI,Human,Quil,NA,GPT4,299
AI,Human,Quil,NA,GPT4,578
AI,Human,GPTZero,NA,GPT3,706
AI,Human,GPTZero,NA,GPT4,496
AI,AI,Crossplag,NA,GPT4,53
AI,AI,OriginalityAI,NA,GPT3,637
AI,Human,ZeroGPT,NA,GPT4,480
AI,Human,Crossplag,NA,GPT4,561
AI,Human,GPTZero,NA,GPT3,12
AI,AI,Crossplag,NA,GPT4,528
AI,Human,HFOpenAI,NA,GPT4,505
Human,Human,HFOpenAI,Yes,Human,148
Human,AI,Sapling,No,Human,302
AI,AI,ZeroGPT,NA,GPT4,87
AI,Human,OriginalityAI,NA,GPT4,213
AI,AI,Quil,NA,GPT4,170
AI,Human,Sapling,NA,GPT3,507
AI,Human,HFOpenAI,NA,GPT3,918
Human,Human,GPTZero,Yes,Human,792
AI,Human,Sapling,NA,GPT4,719
AI,Human,Quil,NA,GPT4,488
AI,Human,OriginalityAI,NA,GPT3,647
AI,Human,Sapling,NA,GPT4,308
Human,Human,OriginalityAI,Yes,Human,191
AI,Human,HFOpenAI,NA,GPT4,410
Human,AI,Quil,No,Human,525
AI,AI,HFOpenAI,NA,GPT3,568
AI,Human,Crossplag,NA,GPT4,690
AI,Human,GPTZero,NA,GPT3,604
AI,AI,OriginalityAI,NA,GPT3,538
AI,Human,Sapling,NA,GPT4,297
AI,Human,Crossplag,NA,GPT3,569
Human,Human,HFOpenAI,Yes,Human,836
AI,AI,Sapling,NA,GPT4,178
Human,Human,GPTZero,Yes,Human,269
Human,AI,HFOpenAI,No,Human,356
AI,AI,Crossplag,NA,GPT3,17
Human,AI,HFOpenAI,No,Human,374
Human,Human,Sapling,Yes,Human,200
AI,Human,Sapling,NA,GPT4,667
AI,AI,HFOpenAI,NA,GPT3,641
Human,Human,Crossplag,Yes,Human,132
AI,Human,Crossplag,NA,GPT4,500
